Pattern_Amp_CH-1	Pattern_Amp_CH-2	Pattern_Amp_CH-3
0.418324	0.507502	0.0741743
0.418533	0.507369	0.0740987
0.418741	0.507233	0.0740264
0.418961	0.507081	0.0739573
0.419204	0.506906	0.0738902
0.419464	0.506712	0.0738243
0.419721	0.506521	0.0737582
0.419962	0.506348	0.0736901
0.42019	0.506191	0.0736189
0.420404	0.506053	0.0735434
0.420589	0.505948	0.0734632
0.420748	0.505872	0.0733801
0.420901	0.505803	0.0732959
0.421059	0.505729	0.0732118
0.421221	0.505648	0.0731306
0.421376	0.505566	0.0730575
0.421518	0.505483	0.0729985
0.421644	0.505397	0.0729587
0.421756	0.505306	0.0729387
0.421856	0.505212	0.0729322
0.421954	0.505115	0.0729305
0.422056	0.505015	0.0729287
0.42216	0.504913	0.0729267
0.422261	0.504814	0.0729245
0.422359	0.504718	0.0729225
0.422454	0.504623	0.0729235
0.422542	0.504527	0.0729307
0.422622	0.504433	0.0729455
0.422692	0.50434	0.0729678
0.422762	0.504242	0.0729958
0.422842	0.504131	0.0730261
0.422937	0.504007	0.0730562
0.423045	0.503868	0.0730862
0.423165	0.503718	0.0731174
0.423286	0.503563	0.0731514
0.4234	0.503411	0.0731888
0.42351	0.503262	0.0732283
0.42362	0.503113	0.0732671
0.423741	0.502958	0.0733015
0.423879	0.502791	0.0733301
0.424036	0.502608	0.0733553
0.424204	0.502417	0.0733798
0.424374	0.502222	0.0734036
0.424546	0.502027	0.0734264
0.424717	0.501833	0.0734495
0.424885	0.501641	0.0734743
0.425053	0.501446	0.0735012
0.425217	0.501254	0.0735294
0.425361	0.501082	0.0735573
0.425481	0.500936	0.0735834
0.425586	0.500805	0.0736089
0.425684	0.500681	0.0736347
0.425777	0.500562	0.0736606
0.425872	0.500442	0.0736857
0.425973	0.500318	0.0737092
0.426081	0.500189	0.0737302
0.426196	0.500055	0.0737491
0.426314	0.499919	0.0737668
0.426426	0.49979	0.0737837
0.426526	0.499675	0.0737992
0.426603	0.499586	0.0738116
0.426648	0.499533	0.0738192
0.426671	0.499505	0.073824
0.426681	0.499492	0.0738269
0.426675	0.4995	0.0738249
0.426659	0.499524	0.0738171
0.426653	0.499541	0.0738058
0.426663	0.499544	0.0737933
0.426682	0.499538	0.0737807
0.426706	0.499526	0.0737675
0.426739	0.499508	0.0737524
0.42678	0.499485	0.0737349
0.426826	0.499457	0.073717
0.426875	0.499424	0.073701
0.426928	0.499386	0.073686
0.426986	0.499344	0.0736697
0.427048	0.499301	0.0736512
0.427111	0.499256	0.0736333
0.427173	0.499209	0.0736183
0.427236	0.499161	0.0736031
0.427302	0.499113	0.0735848
0.427367	0.499068	0.0735651
0.427427	0.499027	0.0735453
0.427484	0.498991	0.0735246
0.427534	0.498962	0.0735041
0.42757	0.498946	0.0734848
0.427597	0.498936	0.0734672
0.427621	0.498928	0.0734508
0.427634	0.498932	0.0734337
0.427629	0.498957	0.0734146
0.427611	0.498994	0.0733956
0.427583	0.499036	0.073381
0.427545	0.499082	0.0733734
0.427497	0.499131	0.0733718
0.427443	0.499184	0.073373
0.427383	0.499242	0.0733746
0.427325	0.499299	0.0733762
0.427271	0.499351	0.0733784
0.427223	0.499396	0.0733812
0.427181	0.499436	0.0733831
0.427139	0.499477	0.0733844
0.427101	0.499513	0.073386
0.427079	0.499534	0.0733868
0.427076	0.499538	0.0733853
0.427089	0.49953	0.0733816
0.427111	0.499513	0.073376
0.427137	0.499494	0.0733697
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
1	0	0
0.999999	0	8.37E-07
0.999181	0	0.000819191
0.998355	0	0.00164533
0.997509	0	0.00249122
0.996653	0	0.00334744
0.995813	0	0.00418726
0.995016	0	0.00498427
0.994274	0	0.00572623
0.993587	0	0.00641345
0.992941	0	0.00705893
0.992313	0	0.00768736
0.991694	0	0.00830622
0.991096	0	0.00890392
0.990513	0	0.00948696
0.989912	0	0.0100878
0.989265	0	0.0107353
0.988583	0	0.0114165
0.987917	0	0.0120831
0.987292	0	0.012708
0.986683	0	0.0133174
0.986036	0	0.0139642
0.985316	0	0.014684
0.984526	0	0.0154738
0.983707	0	0.0162928
0.982901	0	0.0170994
0.982103	0	0.0178972
0.98127	0	0.0187299
0.980346	0	0.0196537
0.979306	0	0.0206939
0.97819	0	0.0218102
0.977068	0	0.0229321
0.97598	0	0.0240197
0.974919	0	0.0250813
0.973859	0	0.0261411
0.972803	0	0.0271972
0.971772	0	0.0282277
0.970777	0	0.029223
0.969197	0.000639754	0.0301637
0.963704	0.00535807	0.0309384
0.957406	0.0109539	0.0316399
0.950478	0.0172483	0.032274
0.943431	0.0237126	0.0328569
0.936647	0.0299463	0.0334063
0.930203	0.0358657	0.0339315
0.924003	0.0415656	0.0344312
0.917976	0.0471138	0.0349101
0.91216	0.0524472	0.035393
0.90658	0.0575327	0.0358872
0.901176	0.0624571	0.0363672
0.89594	0.0672489	0.0368115
0.890963	0.0718202	0.0372172
0.886299	0.0761139	0.0375868
0.881939	0.0801369	0.0379238
0.877803	0.0839628	0.0382338
0.873744	0.087742	0.0385143
0.869737	0.0915008	0.0387619
0.865889	0.095125	0.0389856
0.862209	0.0985935	0.0391977
0.85864	0.101963	0.0393979
0.855189	0.10523	0.0395807
0.851879	0.108374	0.0397467
0.848702	0.111401	0.0398964
0.845677	0.114296	0.040027
0.842818	0.117046	0.0401358
0.840047	0.119738	0.0402146
0.837285	0.122463	0.0402517
0.834575	0.125176	0.0402494
0.832004	0.127774	0.0402229
0.829576	0.130234	0.0401893
0.827226	0.132615	0.0401589
0.824911	0.134959	0.0401295
0.822683	0.137224	0.0400932
0.820583	0.139366	0.0400515
0.818515	0.141462	0.0400238
0.816324	0.143649	0.0400273
0.813907	0.14605	0.0400433
0.811287	0.14866	0.0400523
0.808625	0.151296	0.0400783
0.806035	0.153824	0.0401412
0.803474	0.156302	0.0402242
0.800847	0.158853	0.0402997
0.798168	0.161484	0.040348
0.795589	0.164045	0.0403666
0.793221	0.166405	0.0403733
0.791026	0.168584	0.04039
0.78894	0.170633	0.0404272
0.786949	0.172556	0.0404951
0.784991	0.174397	0.0406116
0.782956	0.17626	0.0407834
0.780813	0.178194	0.0409927
0.778657	0.180136	0.0412076
0.776604	0.181986	0.0414103
0.774669	0.183721	0.0416099
0.772822	0.185359	0.0418186
0.771066	0.186896	0.0420379
0.769416	0.188323	0.0422609
0.767865	0.189663	0.0424725
0.766414	0.190922	0.0426644
0.765082	0.192074	0.0428436
0.763846	0.193127	0.043027
0.762656	0.194113	0.0432314
0.761483	0.195055	0.0434612
0.760285	0.196007	0.0437079
0.759028	0.197013	0.0439591
0.757734	0.198062	0.044204
0.756458	0.199108	0.044434
0.755188	0.200172	0.0446403
0.753768	0.201406	0.0448258
0.75207	0.202928	0.0450015
0.750217	0.204609	0.045174
0.748386	0.206272	0.0453425
0.746576	0.207919	0.0455045
0.744775	0.209562	0.0456623
0.743022	0.211166	0.0458119
0.74132	0.212733	0.0459472
0.73967	0.21426	0.0460699
0.738072	0.215746	0.0461821
0.736522	0.217195	0.0462833
0.735051	0.218574	0.0463755
0.733707	0.219835	0.0464585
0.732527	0.220953	0.0465199
0.731536	0.221916	0.0465484
0.73071	0.222743	0.046547
0.729919	0.22355	0.0465306
0.728986	0.224494	0.0465202
0.727886	0.22559	0.0465241
0.726741	0.226725	0.0465339
0.725655	0.227803	0.0465418
0.724634	0.228823	0.0465434
0.723637	0.229828	0.0465346
0.722657	0.230827	0.0465157
0.721693	0.231819	0.0464878
0.72074	0.232812	0.0464488
0.719791	0.233807	0.0464019
0.718854	0.234788	0.0463579
0.717963	0.235712	0.0463254
0.717146	0.236552	0.0463021
0.716401	0.237321	0.0462778
0.715723	0.238031	0.0462457
0.715116	0.238679	0.0462043
0.714562	0.239288	0.0461493
0.714014	0.239902	0.0460832
0.71344	0.240544	0.0460164
0.712817	0.241226	0.0459569
0.712129	0.241956	0.0459153
0.711393	0.24271	0.045897
0.71065	0.243455	0.0458951
0.709906	0.244193	0.0459011
0.709148	0.244947	0.0459056
0.708375	0.245724	0.0459007
0.707581	0.246533	0.0458865
0.706754	0.247377	0.0458692
0.705918	0.24823	0.0458515
0.705102	0.249069	0.0458289
0.704319	0.249889	0.0457925
0.703587	0.250681	0.0457324
0.702904	0.251448	0.0456477
0.70228	0.252176	0.0455443
0.70175	0.252828	0.0454223
0.701298	0.253418	0.0452842
0.700855	0.253996	0.0451486
0.700402	0.254559	0.0450393
0.69996	0.255082	0.0449584
0.699493	0.255622	0.0448849
0.698967	0.256233	0.0448001
0.698433	0.256865	0.0447017
0.697927	0.257473	0.0445999
0.697433	0.258064	0.044503
0.696988	0.258606	0.0444059
0.696655	0.259047	0.0442979
0.696434	0.25939	0.0441754
0.696293	0.259665	0.0440414
0.696211	0.259889	0.0438999
0.696104	0.260134	0.0437621
0.695839	0.260506	0.0436549
0.695401	0.260993	0.0436057
0.694893	0.261494	0.0436128
0.694381	0.261972	0.0436463
0.693874	0.262438	0.0436875
0.693351	0.262916	0.0437331
0.69272	0.26351	0.0437701
0.691863	0.264351	0.0437854
0.690801	0.265417	0.0437815
0.689675	0.266565	0.0437594
0.688537	0.267749	0.0437132
0.687361	0.268995	0.0436446
0.686189	0.270254	0.043557
0.685092	0.271458	0.0434498
0.684089	0.272582	0.0433292
0.683163	0.273629	0.0432079
0.682301	0.274603	0.0430962
0.681502	0.275503	0.042995
0.680782	0.276313	0.0429042
0.680164	0.277006	0.0428296
0.679652	0.277576	0.0427713
0.679191	0.27809	0.0427192
0.678704	0.278636	0.0426603
0.678191	0.279218	0.0425912
0.677675	0.279807	0.042518
0.677126	0.280437	0.0424377
0.676547	0.281114	0.0423387
0.675991	0.281794	0.0422151
0.675474	0.282459	0.0420672
0.674961	0.283141	0.041898
0.674449	0.283836	0.0417146
0.673984	0.284493	0.041523
0.673602	0.285074	0.0413243
0.673312	0.285571	0.0411178
0.673104	0.285989	0.0409064
0.672979	0.28632	0.0407005
0.672933	0.28656	0.0405068
0.672933	0.286748	0.0403188
0.672945	0.286927	0.0401275
0.672959	0.287108	0.0399328
0.672982	0.287279	0.0397395
0.673014	0.287437	0.0395497
0.673047	0.287592	0.0393614
0.673072	0.287755	0.0391725
0.673112	0.287907	0.038981
0.673214	0.288002	0.038784
0.673381	0.288039	0.0385799
0.673577	0.288054	0.0383688
0.673768	0.28808	0.0381524
0.673949	0.288114	0.0379365
0.674137	0.288136	0.0377273
0.674327	0.288152	0.0375205
0.674535	0.288158	0.0373077
0.674807	0.288105	0.0370881
0.675191	0.287947	0.0368618
0.675686	0.287684	0.0366304
0.676247	0.287357	0.0363962
0.676839	0.287002	0.0361587
0.677443	0.286634	0.0359228
0.678065	0.286241	0.0356945
0.678723	0.285803	0.0354734
0.679424	0.285316	0.0352601
0.68016	0.284784	0.0350554
0.680928	0.284215	0.0348569
0.681722	0.283617	0.0346616
0.682543	0.282988	0.0344685
0.683383	0.282332	0.034285
0.684206	0.281674	0.0341197
0.684991	0.28104	0.0339686
0.685762	0.280416	0.0338218
0.686541	0.279785	0.033674
0.687343	0.279133	0.0335239
0.68816	0.278464	0.0333757
0.688959	0.277797	0.0332439
0.689714	0.277149	0.0331374
0.690426	0.276522	0.0330521
0.691113	0.275905	0.0329821
0.691785	0.275294	0.032921
0.692455	0.274685	0.0328595
0.693139	0.274068	0.0327929
0.693837	0.273439	0.0327239
0.694549	0.272793	0.0326573
0.695282	0.272118	0.0325999
0.696014	0.271421	0.0325646
0.696716	0.270724	0.0325605
0.697382	0.270042	0.0325763
0.698	0.269407	0.0325928
0.698574	0.268821	0.0326044
0.699144	0.268243	0.0326128
0.699731	0.26765	0.0326185
0.70034	0.267038	0.032622
0.700968	0.266399	0.0326331
0.701607	0.265723	0.03267
0.702239	0.265019	0.0327416
0.702856	0.264299	0.0328452
0.703464	0.263556	0.0329802
0.704068	0.262784	0.033148
0.704664	0.261997	0.0333386
0.705259	0.261207	0.033534
0.705871	0.260406	0.0337234
0.706509	0.259587	0.033904
0.707153	0.258775	0.0340722
0.707768	0.258008	0.034224
0.708325	0.257314	0.0343609
0.708796	0.256718	0.0344864
0.709198	0.256199	0.0346027
0.709576	0.255712	0.0347116
0.709948	0.25524	0.0348127
0.710325	0.25477	0.0349049
0.710739	0.25427	0.0349908
0.711197	0.25373	0.0350729
0.711673	0.253178	0.0351489
0.712154	0.252631	0.0352148
0.712652	0.252078	0.0352695
0.713144	0.25154	0.0353156
0.713566	0.251074	0.0353606
0.713911	0.250674	0.0354155
0.714234	0.250281	0.0354849
0.714582	0.249854	0.035564
0.714972	0.249381	0.0356476
0.715381	0.248887	0.0357329
0.715753	0.248432	0.0358152
0.71607	0.248042	0.0358885
0.716386	0.247662	0.0359519
0.716765	0.247227	0.036008
0.717212	0.246729	0.0360595
0.71767	0.246216	0.0361134
0.718083	0.245749	0.0361678
0.718414	0.245375	0.0362111
0.718655	0.245105	0.0362393
0.718851	0.244888	0.0362608
0.719033	0.24468	0.0362863
0.719166	0.244519	0.0363151
0.719203	0.244459	0.0363381
0.719158	0.244493	0.0363489
0.719085	0.244572	0.0363432
0.719037	0.24464	0.0363229
0.719034	0.244672	0.0362947
0.719054	0.244685	0.036261
0.719084	0.244693	0.0362236
0.719149	0.244668	0.0361828
0.719282	0.244584	0.036134
0.719452	0.244477	0.036071
0.719607	0.244406	0.0359868
0.719735	0.244382	0.0358828
0.719867	0.244364	0.0357692
0.720038	0.244308	0.0356548
0.720264	0.244193	0.0355432
0.720556	0.24401	0.0354338
0.720907	0.243762	0.0353311
0.721304	0.24345	0.0352457
0.72174	0.243077	0.0351832
0.722213	0.24265	0.0351373
0.722705	0.242199	0.035096
0.723173	0.241775	0.0350519
0.723596	0.2414	0.0350036
0.723998	0.241048	0.0349539
0.724411	0.24068	0.0349094
0.724831	0.240297	0.0348724
0.725212	0.239952	0.0348366
0.72552	0.239681	0.0347985
0.725756	0.239486	0.0347583
0.725923	0.239363	0.0347138
0.726033	0.239305	0.034662
0.726115	0.239281	0.0346037
0.726201	0.23926	0.0345388
0.726317	0.239216	0.0344672
0.726458	0.239146	0.0343955
0.726609	0.239063	0.0343284
0.726765	0.238966	0.0342694
0.726933	0.238841	0.0342267
0.727106	0.238693	0.0342006
0.727272	0.238545	0.034183
0.727443	0.23839	0.0341668
0.727648	0.238203	0.0341492
0.727893	0.237976	0.0341311
0.728166	0.237721	0.0341131
0.728442	0.237462	0.0340954
0.7287	0.237219	0.0340811
0.728942	0.236985	0.0340734
0.72919	0.236739	0.034071
0.729463	0.236469	0.0340682
0.729763	0.236175	0.0340616
0.730075	0.235872	0.0340524
0.730389	0.235569	0.0340422
0.730716	0.235255	0.0340298
0.731066	0.23492	0.0340138
0.731442	0.234561	0.0339975
0.73184	0.234173	0.0339869
0.732242	0.233776	0.0339815
0.73263	0.233395	0.0339747
0.73301	0.233024	0.0339666
0.733396	0.232643	0.0339609
0.733791	0.232256	0.0339537
0.734183	0.231878	0.0339388
0.734569	0.231515	0.0339164
0.734959	0.231152	0.0338896
0.735366	0.230777	0.0338578
0.735792	0.230389	0.0338187
0.736238	0.229988	0.0337736
0.736718	0.229557	0.0337256
0.737233	0.22909	0.0336771
0.737761	0.228609	0.0336297
0.738276	0.228138	0.0335864
0.738761	0.227689	0.0335509
0.739209	0.227262	0.0335291
0.739633	0.22684	0.0335266
0.740032	0.226427	0.0335413
0.740418	0.226017	0.033565
0.740809	0.225602	0.033589
0.741181	0.225207	0.033612
0.741501	0.224855	0.0336441
0.741776	0.224524	0.0336996
0.742045	0.22417	0.0337848
0.742347	0.223758	0.0338951
0.74269	0.223293	0.034017
0.74304	0.222821	0.034139
0.743349	0.222395	0.034256
0.743598	0.222039	0.0343631
0.743815	0.221726	0.034459
0.744028	0.221427	0.0345447
0.744234	0.221146	0.0346204
0.744439	0.220869	0.0346927
0.744674	0.220554	0.0347717
0.744951	0.220193	0.0348559
0.745249	0.219815	0.034936
0.745562	0.219427	0.0350114
0.745897	0.219014	0.0350894
0.746249	0.218576	0.0351742
0.746609	0.218125	0.0352659
0.74698	0.217656	0.0353637
0.747357	0.217172	0.0354712
0.747721	0.216685	0.0355937
0.748077	0.216196	0.035727
0.74842	0.215723	0.0358565
0.748734	0.215292	0.0359741
0.749021	0.214895	0.0360836
0.749295	0.214515	0.0361906
0.74956	0.214142	0.0362983
0.749821	0.21377	0.0364087
0.750077	0.213397	0.0365257
0.750347	0.213002	0.0366509
0.750667	0.212557	0.0367758
0.751026	0.212082	0.0368923
0.751376	0.211621	0.0370024
0.751692	0.211202	0.037106
0.751982	0.210822	0.037196
0.75228	0.210452	0.0372689
0.752597	0.210073	0.03733
0.752924	0.209692	0.0373847
0.753265	0.209303	0.0374326
0.753654	0.208877	0.0374688
0.754097	0.208411	0.0374914
0.754602	0.207894	0.0375042
0.755195	0.207297	0.0375082
0.755875	0.206626	0.0374989
0.756631	0.205892	0.0374774
0.75741	0.205138	0.0374525
0.758143	0.204427	0.0374302
0.758847	0.203742	0.0374108
0.293386	0.574322	0.132292
0.293344	0.574336	0.13232
0.293296	0.574356	0.132348
0.29324	0.574384	0.132376
0.293176	0.574419	0.132406
0.293104	0.574456	0.13244
0.293027	0.574498	0.132475
0.29294	0.574552	0.132507
0.292843	0.574621	0.132536
0.292742	0.574693	0.132565
0.292647	0.574759	0.132594
0.292557	0.574819	0.132624
0.29247	0.574875	0.132654
0.292384	0.574932	0.132684
0.292305	0.574982	0.132713
0.292236	0.575024	0.132741
0.292172	0.575058	0.13277
0.292108	0.575088	0.132804
0.292046	0.575111	0.132842
0.291983	0.575134	0.132883
0.291916	0.575156	0.132928
0.291852	0.575172	0.132976
0.291797	0.575177	0.133026
0.291748	0.575175	0.133077
0.2917	0.575171	0.133129
0.29165	0.57517	0.133179
0.291599	0.575171	0.13323
0.291543	0.575176	0.133281
0.291479	0.575188	0.133333
0.291411	0.575204	0.133385
0.29134	0.575225	0.133435
0.291268	0.575249	0.133483
0.291196	0.575273	0.133531
0.29113	0.57529	0.133581
0.291079	0.575293	0.133628
0.291049	0.575283	0.133668
0.291045	0.575256	0.133699
0.291055	0.575222	0.133723
0.29106	0.575197	0.133743
0.291055	0.575186	0.133759
0.291044	0.575183	0.133773
0.291027	0.575192	0.133781
0.291003	0.575213	0.133784
0.290978	0.575239	0.133783
0.290956	0.575264	0.13378
0.290944	0.575283	0.133773
0.290941	0.575297	0.133762
0.290938	0.575314	0.133748
0.29093	0.57534	0.13373
0.29092	0.57537	0.13371
0.290913	0.5754	0.133687
0.290903	0.575436	0.133662
0.290887	0.575477	0.133636
0.290864	0.575525	0.133612
0.290837	0.575576	0.133587
0.290814	0.575624	0.133562
0.290804	0.575661	0.133535
0.290806	0.575691	0.133503
0.290807	0.575724	0.133469
0.290807	0.575763	0.13343
0.29081	0.575803	0.133387
0.290825	0.575838	0.133336
0.290864	0.575861	0.133275
0.290925	0.57587	0.133205
0.291012	0.575864	0.133124
0.291145	0.575824	0.133031
0.29134	0.575733	0.132927
0.291582	0.575596	0.132823
0.291842	0.575431	0.132727
0.292098	0.575255	0.132647
0.292344	0.575077	0.132579
0.292585	0.574898	0.132516
0.292823	0.574719	0.132457
0.293051	0.574541	0.132408
0.293264	0.574358	0.132378
0.293465	0.574164	0.132371
0.293658	0.573963	0.132379
0.293847	0.573762	0.132391
0.294034	0.573566	0.1324
0.294219	0.573375	0.132406
0.294404	0.573184	0.132411
0.294591	0.572994	0.132415
0.294775	0.572805	0.13242
0.294955	0.572622	0.132423
0.295128	0.572448	0.132424
0.295297	0.57228	0.132424
0.295463	0.572112	0.132425
0.295623	0.571946	0.132431
0.295775	0.57178	0.132444
0.295923	0.571615	0.132462
0.296067	0.571449	0.132485
0.296206	0.571284	0.13251
0.296337	0.571127	0.132536
0.296459	0.570978	0.132563
0.296575	0.570832	0.132593
0.296686	0.570689	0.132626
0.296793	0.570548	0.132659
0.296896	0.570413	0.132692
0.296996	0.570281	0.132723
0.297096	0.570149	0.132755
0.297194	0.570019	0.132787
0.297286	0.569894	0.13282
0.297371	0.569773	0.132856
0.297449	0.569656	0.132894
0.297522	0.569543	0.132935
0.297596	0.569428	0.132976
0.29768	0.569304	0.133016
0.297781	0.569165	0.133054
0.297905	0.569008	0.133088
0.298047	0.568834	0.133118
0.298201	0.568653	0.133146
0.298362	0.568468	0.13317
0.298536	0.568276	0.133188
0.29873	0.568071	0.133199
0.298935	0.567857	0.133208
0.299143	0.567639	0.133217
0.299353	0.567419	0.133227
0.299564	0.567198	0.133238
0.299771	0.56698	0.133249
0.299961	0.566788	0.13325
0.300127	0.566635	0.133238
0.300275	0.566513	0.133213
0.300398	0.56643	0.133172
0.300481	0.566407	0.133113
0.300532	0.566428	0.13304
0.300577	0.566461	0.132962
0.300628	0.56649	0.132882
0.300688	0.566511	0.132801
0.300756	0.566523	0.132721
0.300831	0.566529	0.132641
0.300908	0.566532	0.132561
0.300984	0.566533	0.132482
0.301059	0.566536	0.132405
0.30113	0.566542	0.132328
0.301198	0.56655	0.132252
0.301264	0.566559	0.132176
0.301331	0.566568	0.132102
0.301396	0.566578	0.132026
0.301457	0.566598	0.131945
0.30151	0.566632	0.131858
0.301557	0.566676	0.131766
0.301608	0.566721	0.131672
0.301666	0.566763	0.131571
0.301735	0.566802	0.131464
0.301821	0.566827	0.131353
0.301921	0.566838	0.13124
0.302029	0.566845	0.131127
0.302144	0.566844	0.131012
0.302269	0.566834	0.130897
0.302402	0.566817	0.130781
0.30255	0.566789	0.130661
0.302712	0.566751	0.130537
0.30288	0.566707	0.130413
0.303057	0.566653	0.130291
0.303244	0.566586	0.13017
0.303431	0.566516	0.130052
0.303612	0.566446	0.129942
0.303785	0.566377	0.129838
0.303952	0.56631	0.129738
0.304112	0.566248	0.12964
0.304265	0.566193	0.129542
0.304411	0.566145	0.129444
0.304551	0.566102	0.129347
0.304688	0.566059	0.129253
0.304823	0.566012	0.129165
0.304954	0.565963	0.129083
0.305071	0.565925	0.129004
0.305163	0.565913	0.128924
0.305232	0.56593	0.128838
0.305286	0.565965	0.128749
0.305332	0.566014	0.128654
0.305362	0.566084	0.128554
0.305377	0.566175	0.128448
0.305379	0.566285	0.128336
0.305374	0.566405	0.12822
0.305364	0.56653	0.128106
0.305351	0.566655	0.127994
0.305338	0.566778	0.127884
0.305327	0.566898	0.127775
0.305317	0.567016	0.127667
0.305307	0.567132	0.127561
0.305298	0.567244	0.127458
0.305297	0.56734	0.127362
0.305319	0.56741	0.127271
0.305367	0.56745	0.127182
0.305434	0.567469	0.127097
0.305506	0.56748	0.127014
0.305577	0.56749	0.126933
0.305645	0.567503	0.126852
0.305711	0.567521	0.126768
0.305782	0.567536	0.126683
0.305859	0.567546	0.126595
0.305936	0.567559	0.126505
0.306009	0.56758	0.126411
0.30608	0.567605	0.126315
0.306155	0.567626	0.126219
0.306234	0.567643	0.126123
0.306317	0.567658	0.126026
0.306402	0.567674	0.125924
0.306485	0.567697	0.125818
0.306567	0.567722	0.125711
0.306655	0.56774	0.125605
0.306757	0.567741	0.125501
0.306883	0.567721	0.125395
0.307024	0.56769	0.125286
0.307157	0.56767	0.125173
0.307273	0.567672	0.125055
0.307368	0.567702	0.12493
0.307436	0.567769	0.124795
0.307485	0.567863	0.124651
0.307523	0.567978	0.124499
0.307551	0.568109	0.124341
0.307577	0.568242	0.124181
0.307605	0.568373	0.124023
0.307628	0.568507	0.123864
0.30765	0.568645	0.123705
0.307673	0.568781	0.123545
0.307696	0.568917	0.123387
0.307721	0.569049	0.12323
0.307746	0.569176	0.123077
0.307772	0.569299	0.12293
0.307794	0.569417	0.122789
0.307816	0.56953	0.122654
0.307842	0.569635	0.122523
0.307873	0.569734	0.122393
0.307911	0.569826	0.122263
0.307956	0.569908	0.122136
0.308009	0.569972	0.122019
0.308066	0.570019	0.121915
0.308122	0.57005	0.121828
0.308187	0.570061	0.121752
0.308276	0.570044	0.12168
0.308394	0.570002	0.121604
0.308533	0.569942	0.121525
0.308678	0.569878	0.121444
0.308821	0.569814	0.121365
0.308962	0.569751	0.121287
0.309105	0.569686	0.121209
0.309246	0.56962	0.121134
0.309385	0.569554	0.12106
0.309522	0.569488	0.12099
0.309658	0.569421	0.120922
0.309791	0.569353	0.120856
0.309921	0.569282	0.120797
0.310045	0.569208	0.120747
0.310164	0.569132	0.120704
0.310277	0.569056	0.120667
0.310388	0.568978	0.120634
0.310496	0.568901	0.120603
0.3106	0.568822	0.120578
0.3107	0.568737	0.120563
0.310794	0.568649	0.120557
0.31088	0.568564	0.120556
0.31096	0.568488	0.120552
0.31104	0.568413	0.120546
0.31113	0.568326	0.120543
0.311231	0.568223	0.120546
0.311337	0.56811	0.120553
0.311443	0.567995	0.120562
0.311549	0.56788	0.120571
0.311653	0.567765	0.120582
0.311755	0.567645	0.120601
0.311859	0.567512	0.12063
0.311972	0.567364	0.120663
0.312099	0.567205	0.120696
0.312237	0.567036	0.120727
0.312384	0.566858	0.120758
0.312531	0.566679	0.12079
0.312672	0.566508	0.12082
0.312813	0.566341	0.120846
0.312963	0.566173	0.120864
0.313117	0.566013	0.120871
0.313264	0.565872	0.120865
0.313405	0.565743	0.120851
0.313549	0.565615	0.120836
0.313708	0.565473	0.120819
0.3139	0.565303	0.120798
0.31412	0.565107	0.120773
0.314344	0.56491	0.120746
0.314562	0.564723	0.120716
0.314782	0.564535	0.120683
0.315013	0.564336	0.120651
0.315248	0.564133	0.120619
0.315481	0.56393	0.120589
0.315715	0.563727	0.120558
0.315949	0.563528	0.120523
0.316179	0.563337	0.120484
0.316405	0.563155	0.120441
0.316622	0.56298	0.120399
0.316831	0.562807	0.120361
0.317039	0.56263	0.12033
0.317251	0.562447	0.120302
0.317467	0.562255	0.120278
0.317688	0.56205	0.120262
0.31791	0.561832	0.120258
0.318129	0.561607	0.120264
0.318344	0.561378	0.120278
0.318554	0.561148	0.120298
0.318764	0.560917	0.120319
0.318976	0.560686	0.120338
0.319191	0.560456	0.120352
0.319407	0.560229	0.120363
0.31962	0.560007	0.120373
0.319836	0.559783	0.120381
0.320055	0.559558	0.120387
0.320276	0.559332	0.120392
0.320497	0.559102	0.1204
0.320724	0.558865	0.12041
0.320956	0.558621	0.120424
0.321183	0.558378	0.120439
0.321405	0.55814	0.120455
0.321623	0.557906	0.120471
0.321838	0.557672	0.12049
0.322053	0.557435	0.120511
0.322266	0.557198	0.120536
0.322471	0.556967	0.120561
0.322666	0.556749	0.120585
0.322851	0.556545	0.120605
0.323031	0.556348	0.120621
0.323221	0.556146	0.120633
0.323421	0.555937	0.120643
0.323619	0.555728	0.120653
0.323806	0.555531	0.120663
0.323976	0.555354	0.120671
0.324133	0.555191	0.120676
0.324287	0.555035	0.120678
0.324443	0.554881	0.120677
0.324599	0.554724	0.120676
0.324753	0.554567	0.12068
0.324902	0.554408	0.12069
0.325048	0.55425	0.120702
0.325196	0.55409	0.120714
0.325347	0.553922	0.120731
0.325498	0.553747	0.120754
0.325644	0.553572	0.120784
0.325787	0.553396	0.120816
0.325932	0.553218	0.12085
