Pattern_Amp_CH-1	Pattern_Amp_CH-2	Pattern_Amp_CH-3
0.326083	0.55303	0.120887
0.326241	0.552833	0.120926
0.326398	0.552636	0.120966
0.326545	0.552454	0.121001
0.326676	0.552287	0.121037
0.326797	0.552129	0.121074
0.326909	0.551975	0.121116
0.327012	0.551819	0.121169
0.327105	0.551655	0.121239
0.32719	0.551485	0.121325
0.32727	0.551312	0.121419
0.327345	0.551142	0.121513
0.327414	0.550981	0.121605
0.327475	0.550831	0.121695
0.327532	0.550686	0.121782
0.327591	0.550541	0.121869
0.327646	0.550398	0.121956
0.327693	0.550262	0.122044
0.327731	0.550133	0.122136
0.327761	0.550009	0.12223
0.327773	0.549905	0.122322
0.32776	0.549834	0.122406
0.327733	0.549785	0.122483
0.327718	0.54973	0.122552
0.327722	0.549665	0.122613
0.327735	0.549596	0.122669
0.327747	0.54953	0.122723
0.327748	0.549475	0.122776
0.327735	0.549438	0.122826
0.327713	0.549414	0.122873
0.327691	0.549391	0.122917
0.327669	0.549368	0.122963
0.327643	0.549347	0.12301
0.327616	0.54933	0.123055
0.327586	0.549317	0.123097
0.327556	0.54931	0.123134
0.327525	0.549307	0.123168
0.327502	0.549301	0.123198
0.327491	0.549289	0.123221
0.327487	0.549277	0.123236
0.327485	0.549269	0.123246
0.327494	0.549253	0.123253
0.327526	0.549219	0.123255
0.327573	0.549173	0.123254
0.327619	0.549131	0.12325
0.327663	0.549095	0.123242
0.327706	0.549063	0.123232
0.327748	0.54903	0.123221
0.327792	0.548997	0.123211
0.327837	0.548964	0.123199
0.327884	0.548933	0.123184
0.327927	0.54891	0.123164
0.327959	0.548903	0.123138
0.327978	0.548913	0.123109
0.327985	0.548939	0.123077
0.327978	0.548979	0.123043
0.327965	0.549027	0.123008
0.327954	0.549073	0.122973
0.327953	0.549108	0.122939
0.327967	0.549126	0.122907
0.328	0.549128	0.122872
0.328046	0.549122	0.122832
0.328095	0.549117	0.122789
0.328139	0.549115	0.122746
0.328181	0.549117	0.122702
0.328226	0.549116	0.122658
0.328273	0.549118	0.12261
0.328314	0.549133	0.122553
0.328346	0.549166	0.122488
0.328373	0.549208	0.122419
0.328389	0.549263	0.122349
0.328392	0.54933	0.122278
0.328386	0.549406	0.122208
0.328376	0.549486	0.122138
0.328368	0.549564	0.122068
0.328369	0.549634	0.121997
0.328374	0.549696	0.12193
0.328377	0.549751	0.121872
0.328376	0.549798	0.121826
0.328371	0.549839	0.12179
0.328364	0.549875	0.121761
0.328359	0.549905	0.121736
0.328358	0.549923	0.12172
0.328363	0.54993	0.121708
0.328373	0.549932	0.121696
0.328384	0.549931	0.121685
0.328394	0.549928	0.121678
0.328402	0.549923	0.121675
0.328408	0.549919	0.121673
0.328417	0.549909	0.121674
0.328436	0.549882	0.121682
0.328465	0.549837	0.121698
0.328498	0.549782	0.12172
0.328528	0.549725	0.121747
0.328551	0.549664	0.121785
0.328561	0.5496	0.12184
0.328555	0.549532	0.121913
0.328542	0.549463	0.121995
0.328529	0.549392	0.122078
0.32852	0.549323	0.122157
0.328509	0.549258	0.122232
0.328491	0.549203	0.122306
0.328466	0.549158	0.122377
0.328437	0.549117	0.122446
0.328406	0.549081	0.122513
0.328382	0.549041	0.122577
0.328384	0.54898	0.122636
0.328416	0.548892	0.122691
0.328462	0.548795	0.122743
0.328503	0.548702	0.122795
0.328534	0.548619	0.122847
0.328563	0.548535	0.122901
0.328606	0.548434	0.12296
0.328666	0.548309	0.123026
0.328735	0.548166	0.1231
0.328802	0.548018	0.123179
0.328864	0.547873	0.123263
0.328916	0.547733	0.123351
0.328956	0.5476	0.123444
0.32899	0.547473	0.123537
0.329019	0.547356	0.123625
0.329044	0.547251	0.123705
0.329069	0.547152	0.123779
0.329097	0.547052	0.123851
0.329127	0.546951	0.123922
0.329156	0.546851	0.123993
0.329181	0.546762	0.124057
0.329201	0.546684	0.124115
0.329219	0.546613	0.124168
0.329229	0.546553	0.124218
0.329228	0.546507	0.124265
0.329218	0.546469	0.124313
0.329207	0.546432	0.124361
0.329201	0.546391	0.124408
0.329207	0.546341	0.124452
0.329222	0.546287	0.124491
0.329238	0.546234	0.124528
0.329255	0.546183	0.124561
0.329284	0.546129	0.124587
0.329329	0.546064	0.124606
0.329384	0.545995	0.124621
0.329432	0.545935	0.124633
0.329473	0.545883	0.124644
0.32951	0.545833	0.124657
0.329544	0.545786	0.12467
0.329572	0.545746	0.124682
0.329595	0.545712	0.124693
0.329614	0.545685	0.124702
0.329625	0.54567	0.124705
0.329626	0.545672	0.124702
0.329619	0.545683	0.124699
0.32961	0.545694	0.124696
0.329604	0.545702	0.124694
0.329601	0.54571	0.124689
0.329599	0.545718	0.124683
0.329596	0.545727	0.124676
0.329592	0.545738	0.12467
0.329584	0.545751	0.124666
0.329579	0.545761	0.12466
0.329585	0.545765	0.12465
0.329607	0.545757	0.124636
0.329649	0.545731	0.12462
0.329706	0.545693	0.124601
0.00543263	0.426615	0.567952
0.00549696	0.426512	0.567991
0.00556537	0.426393	0.568042
0.00563034	0.426274	0.568096
0.00569248	0.426158	0.56815
0.00575515	0.426044	0.568201
0.00581957	0.425937	0.568244
0.00588479	0.42583	0.568285
0.00594893	0.425717	0.568334
0.00600992	0.425598	0.568392
0.00606548	0.425472	0.568462
0.00611437	0.425342	0.568544
0.00615677	0.425211	0.568633
0.00619423	0.425085	0.568721
0.00623064	0.424966	0.568803
0.00627434	0.42485	0.568875
0.00633366	0.424733	0.568933
0.00640657	0.424624	0.568969
0.00648215	0.424523	0.568995
0.00655271	0.424416	0.569032
0.00661639	0.424293	0.56909
0.00667263	0.424158	0.569169
0.0067227	0.424014	0.569263
0.00676904	0.423865	0.569366
0.00681181	0.42371	0.569478
0.00685014	0.42355	0.5696
0.00688452	0.42338	0.569735
0.00691757	0.423205	0.569878
0.00695052	0.423029	0.570021
0.00698172	0.422854	0.570164
0.0070121	0.422679	0.570308
0.00704431	0.422503	0.570453
0.00707852	0.422326	0.570595
0.00711264	0.422153	0.570734
0.0071435	0.421987	0.57087
0.00716925	0.421827	0.571004
0.00719114	0.42167	0.571139
0.0072128	0.421512	0.571276
0.00723758	0.421354	0.571409
0.0072654	0.421197	0.571538
0.00729253	0.42104	0.571667
0.00731482	0.420888	0.571797
0.00733036	0.42074	0.571929
0.00733913	0.420591	0.57207
0.00734098	0.420439	0.57222
0.00733515	0.420294	0.572371
0.00732221	0.420159	0.572519
0.00730388	0.420033	0.572663
0.00728076	0.419917	0.572802
0.007254	0.419807	0.572939
0.00722663	0.419698	0.573075
0.00720066	0.419589	0.57321
0.0071752	0.419476	0.573348
0.00714767	0.419364	0.573489
0.00711532	0.41926	0.573625
0.00707706	0.419175	0.573748
0.00703563	0.419104	0.57386
0.0069937	0.419038	0.573969
0.00694978	0.418994	0.574056
0.00690234	0.418992	0.574106
0.00685201	0.419015	0.574133
0.00679868	0.419035	0.574166
0.00674164	0.419043	0.574216
0.00668006	0.41904	0.57428
0.00661296	0.419027	0.57436
0.00654043	0.419004	0.574456
0.00646288	0.418976	0.574562
0.00638124	0.418948	0.574671
0.00629699	0.418918	0.574785
0.00621068	0.418887	0.574902
0.00612323	0.418867	0.57501
0.00603384	0.418857	0.575109
0.0059407	0.418847	0.575212
0.00584615	0.41884	0.575314
0.00575303	0.418843	0.575404
0.00566034	0.418861	0.575478
0.00556439	0.41889	0.575545
0.00546253	0.418933	0.575605
0.00535694	0.418996	0.575647
0.0052543	0.419075	0.575671
0.00515985	0.419153	0.575687
0.00507072	0.419227	0.575702
0.00497909	0.419291	0.57573
0.004882	0.419339	0.575779
0.00478414	0.419367	0.575849
0.00469242	0.419378	0.57593
0.00460774	0.419377	0.576015
0.00452532	0.419373	0.576102
0.00444369	0.419374	0.576183
0.00436456	0.419381	0.576255
0.00428777	0.419379	0.576334
0.00421349	0.419341	0.576445
0.00414434	0.419253	0.576602
0.00408394	0.419121	0.576795
0.00403354	0.418961	0.577005
0.00398901	0.418792	0.577219
0.0039433	0.418619	0.577437
0.00389384	0.418444	0.577662
0.00384496	0.418264	0.577891
0.00380071	0.418081	0.578119
0.00376032	0.417902	0.578338
0.0037214	0.417735	0.578543
0.00368126	0.417578	0.57874
0.00363904	0.417428	0.578933
0.00359992	0.417287	0.579113
0.003568	0.417152	0.57928
0.00353804	0.417016	0.579446
0.00350364	0.416881	0.579616
0.00346408	0.416751	0.579785
0.00341977	0.416626	0.579954
0.00337035	0.416503	0.580127
0.00331536	0.41638	0.580305
0.00325383	0.416263	0.580484
0.00318789	0.416153	0.580659
0.0031255	0.416047	0.580827
0.00307362	0.415937	0.580989
0.00303121	0.415823	0.581146
0.00299242	0.415711	0.581296
0.00295367	0.415607	0.58144
0.00291565	0.415505	0.58158
0.00287998	0.415403	0.581717
0.00284644	0.415305	0.581848
0.00281363	0.41521	0.581976
0.00277901	0.415114	0.582107
0.00274154	0.415018	0.58224
0.00270743	0.414925	0.582367
0.00268751	0.41483	0.582482
0.00269111	0.414725	0.582584
0.00272426	0.414605	0.582671
0.00278981	0.414471	0.58274
0.00288571	0.414327	0.582787
0.00300131	0.414187	0.582812
0.00312079	0.414049	0.582831
0.00323362	0.413906	0.582861
0.0033372	0.413765	0.582898
0.00343347	0.413635	0.582932
0.00352733	0.413515	0.582958
0.00362098	0.413398	0.582981
0.00371228	0.413279	0.583009
0.00380067	0.413147	0.583053
0.00388794	0.413003	0.583109
0.00397318	0.41285	0.583177
0.00405249	0.412688	0.58326
0.00412374	0.412521	0.583355
0.00418814	0.412357	0.583455
0.00424707	0.412201	0.583552
0.00430007	0.412059	0.583641
0.00434755	0.411927	0.583725
0.00439239	0.411797	0.58381
0.00443668	0.411669	0.583895
0.00448059	0.411544	0.583976
0.00452351	0.41142	0.584056
0.00456307	0.411296	0.584141
0.00459652	0.411163	0.58424
0.00462446	0.411017	0.584359
0.00465077	0.410858	0.584491
0.00468153	0.410691	0.584627
0.00472412	0.410526	0.584749
0.00478256	0.410363	0.584855
0.00485198	0.410189	0.584959
0.00492262	0.410005	0.585072
0.00499033	0.409817	0.585193
0.00505688	0.409629	0.585315
0.00512324	0.40944	0.585436
0.00518672	0.409255	0.585559
0.00524493	0.409083	0.585672
0.00530221	0.408926	0.585772
0.00536684	0.408775	0.585858
0.00544376	0.408629	0.585927
0.00553264	0.408484	0.585983
0.00563031	0.408337	0.586032
0.0057323	0.408196	0.586071
0.00583416	0.408064	0.586102
0.00593402	0.407939	0.586127
0.00603136	0.407824	0.586144
0.00612495	0.407714	0.586161
0.0062175	0.407605	0.586177
0.00631654	0.4075	0.586183
0.00642586	0.407402	0.586172
0.00654226	0.40731	0.586148
0.00666242	0.407222	0.586116
0.00678707	0.407143	0.586069
0.00691599	0.407072	0.586012
0.00704507	0.406997	0.585958
0.00717154	0.406916	0.585912
0.00729601	0.406823	0.585881
0.00741898	0.406711	0.58587
0.00754093	0.406587	0.585872
0.00766312	0.40646	0.585877
0.00778332	0.406334	0.585882
0.00789936	0.406205	0.585896
0.00801551	0.406063	0.585921
0.00813379	0.405912	0.585954
0.00824903	0.40576	0.585991
0.00835629	0.40562	0.586023
0.0084563	0.40549	0.586054
0.00855434	0.405362	0.586084
0.00865325	0.405245	0.586102
0.00875061	0.405142	0.586107
0.00884356	0.405045	0.586112
0.00893301	0.404949	0.586118
0.00902103	0.40485	0.586129
0.00910575	0.404743	0.586151
0.00918583	0.40462	0.586195
0.00926621	0.404477	0.586257
0.00935128	0.404339	0.586309
0.00943993	0.404228	0.586332
0.00953151	0.404137	0.586332
0.00963099	0.404044	0.586325
0.00974509	0.403937	0.586318
0.00987704	0.403817	0.586306
0.0100257	0.403688	0.586286
0.0101843	0.40355	0.586266
0.0103434	0.403409	0.586248
0.0104967	0.403283	0.586221
0.010647	0.403172	0.586181
0.010807	0.403073	0.58612
0.0109888	0.402987	0.586024
0.0111909	0.402903	0.585906
0.0114006	0.402808	0.585792
0.0116066	0.402706	0.585687
0.0118063	0.402607	0.585586
0.0120002	0.402517	0.585482
0.0121869	0.402438	0.585375
0.0123655	0.402367	0.585267
0.0125368	0.402303	0.585161
0.0127051	0.402237	0.585058
0.0128809	0.402158	0.584961
0.0130704	0.402059	0.584871
0.0132671	0.401943	0.58479
0.0134624	0.401819	0.584719
0.0136587	0.401688	0.584653
0.0138632	0.401552	0.584584
0.0140793	0.401415	0.584506
0.0143065	0.401277	0.584416
0.0145417	0.40114	0.584318
0.0147814	0.401006	0.584213
0.0150271	0.400874	0.584099
0.0152832	0.400738	0.583979
0.0155467	0.400598	0.583855
0.0158091	0.400451	0.58374
0.0160691	0.400289	0.583642
0.0163308	0.400118	0.583552
0.0165946	0.399944	0.583462
0.0168558	0.399767	0.583377
0.0171105	0.399585	0.583304
0.0173605	0.399401	0.583239
0.0176056	0.399217	0.583178
0.0178419	0.399038	0.583121
0.0180689	0.398867	0.583064
0.0182887	0.398703	0.583008
0.0185048	0.398539	0.582956
0.0187199	0.39838	0.5829
0.0189357	0.398234	0.58283
0.0191493	0.398112	0.582739
0.0193568	0.398027	0.582616
0.0195609	0.397974	0.582465
0.0197645	0.397954	0.582282
0.0199638	0.397972	0.582065
0.0201568	0.398013	0.58183
0.0203473	0.398057	0.581596
0.0205363	0.398102	0.581361
0.0207247	0.398155	0.58112
0.0209165	0.398218	0.580866
0.0211087	0.398301	0.58059
0.021296	0.398414	0.58029
0.0214814	0.398544	0.579975
0.0216662	0.398679	0.579655
0.0218463	0.39882	0.579333
0.0220177	0.398969	0.579013
0.0221805	0.399117	0.578702
0.0223385	0.399262	0.578399
0.0224945	0.39941	0.578096
0.022649	0.399556	0.577795
0.0228014	0.399687	0.577511
0.0229495	0.399798	0.577252
0.0230899	0.399899	0.577011
0.0232203	0.400001	0.576779
0.0233407	0.400097	0.576562
0.0234529	0.400181	0.576366
0.0235599	0.400258	0.576182
0.0236638	0.400345	0.575991
0.0237645	0.400448	0.575787
0.0238602	0.40056	0.57558
0.0239515	0.400677	0.575371
0.0240405	0.400798	0.575162
0.024127	0.400921	0.574952
0.0242113	0.401051	0.574737
0.0242955	0.401193	0.574512
0.0243766	0.401345	0.574279
0.0244496	0.401505	0.574046
0.0245133	0.401669	0.573818
0.0245681	0.401835	0.573597
0.0246145	0.402008	0.573377
0.0246529	0.402188	0.573159
0.0246829	0.40237	0.572947
0.0247055	0.402557	0.572737
0.0247253	0.402763	0.572512
0.0247456	0.402998	0.572256
0.0247642	0.403254	0.571982
0.0247768	0.403523	0.5717
0.0247823	0.403809	0.571409
0.0247801	0.404105	0.571115
0.02477	0.404408	0.570822
0.0247519	0.404727	0.570521
0.0247282	0.405068	0.570204
0.0247049	0.405422	0.569873
0.0246861	0.405773	0.569541
0.0246702	0.406114	0.569215
0.0246547	0.406446	0.568899
0.0246423	0.406765	0.568593
0.0246379	0.407067	0.568295
0.024642	0.407356	0.568002
0.0246478	0.407639	0.567713
0.0246505	0.407923	0.567427
0.0246544	0.40821	0.567135
0.0246617	0.408495	0.566843
0.0246679	0.408773	0.566559
0.024672	0.409049	0.566279
0.0246807	0.409323	0.565996
0.0247023	0.409586	0.565712
0.024742	0.409836	0.565422
0.0247946	0.410077	0.565129
0.0248536	0.41031	0.564837
0.0249273	0.41054	0.564532
0.0250229	0.410768	0.564209
0.025129	0.410993	0.563878
0.0252308	0.411216	0.563553
0.0253278	0.41144	0.563232
0.0254301	0.411665	0.562905
0.0255449	0.411882	0.562574
0.0256682	0.412085	0.562247
0.0257924	0.41228	0.561928
0.0259169	0.412475	0.561609
0.0260434	0.412667	0.56129
0.0261675	0.412864	0.560969
0.0262837	0.413074	0.560643
0.0263901	0.413296	0.560314
0.0264867	0.413534	0.559979
0.0265739	0.413785	0.559641
0.0266515	0.414042	0.559306
0.0267201	0.414309	0.558971
0.0267827	0.41459	0.558627
0.0268409	0.414886	0.558273
0.026893	0.415193	0.557914
0.0269373	0.41551	0.557552
0.0269747	0.41583	0.557195
0.0270082	0.416142	0.55685
0.027038	0.416447	0.556515
0.0270608	0.41675	0.556189
0.0270753	0.417053	0.555872
0.0270848	0.417351	0.555564
0.0270922	0.417647	0.555261
0.027097	0.417941	0.554962
0.0270969	0.418232	0.554672
0.0270924	0.418519	0.554388
0.0270832	0.418804	0.554113
0.0270677	0.419084	0.553848
0.027047	0.419357	0.553597
0.0270223	0.419625	0.553353
0.0269924	0.41989	0.553118
0.0269552	0.42015	0.552895
0.0269099	0.42041	0.55268
0.0268571	0.420674	0.552469
0.0267977	0.420929	0.552273
0.0267315	0.421171	0.552098
0.026658	0.421407	0.551935
0.0265773	0.421647	0.551776
0.02649	0.421896	0.551614
0.0263971	0.422154	0.551449
0.0263013	0.422414	0.551285
0.0262056	0.422669	0.551125
0.0261082	0.422922	0.550969
0.0260057	0.423184	0.55081
0.0258979	0.423451	0.550651
0.0257839	0.423718	0.550498
0.0256615	0.423991	0.550347
0.0255309	0.424277	0.550192
0.0253951	0.424572	0.550033
0.0252554	0.424872	0.549873
0.0251095	0.425171	0.54972
0.0249555	0.42547	0.549574
0.0247944	0.425776	0.54943
0.0246269	0.426083	0.549291
0.024453	0.426386	0.549161
0.0242745	0.426686	0.549039
0.0240921	0.426982	0.548925
0.0239043	0.42727	0.548825
0.0237094	0.427548	0.548742
0.0235084	0.427824	0.548667
0.0233039	0.428105	0.548591
0.0230954	0.428389	0.548515
0.0228812	0.428685	0.548434
0.0226616	0.429	0.548339
0.0224384	0.429324	0.548237
0.0222174	0.429649	0.548133
0.0220053	0.429967	0.548028
0.0217997	0.430273	0.547927
0.0215924	0.430571	0.547836
0.0213798	0.430872	0.547748
0.0211621	0.43118	0.547658
0.0209382	0.431492	0.54757
0.0207072	0.431807	0.547486
0.0204692	0.432124	0.547407
0.0202246	0.43244	0.547336
0.0199732	0.432762	0.547265
0.0197168	0.433095	0.547189
0.0194589	0.433434	0.547107
0.0191995	0.433781	0.54702
0.0189382	0.434134	0.546928
0.0186753	0.434487	0.546838
0.0184089	0.434838	0.546753
0.018138	0.435191	0.546671
0.0178624	0.435548	0.546589
0.0175828	0.435909	0.546508
0.0173012	0.436264	0.546434
0.0170184	0.436607	0.546375
0.0167326	0.43693	0.546337
0.0164413	0.437239	0.54632
0.0161429	0.437535	0.546322
0.0158371	0.437804	0.546359
0.0155235	0.438034	0.546442
0.0152024	0.438236	0.546561
0.0148771	0.438427	0.546696
0.0145536	0.438618	0.546829
0.0142372	0.438815	0.546947
0.0139266	0.43902	0.547054
0.0136153	0.439227	0.547157
0.0132986	0.439441	0.547261
0.012975	0.439664	0.547361
0.0126448	0.439889	0.547466
0.0123076	0.440094	0.547599
0.0119643	0.440269	0.547766
0.0116204	0.440422	0.547958
0.0112841	0.440563	0.548153
0.0109586	0.440703	0.548339
0.0106378	0.440831	0.548531
0.0103153	0.44094	0.548745
0.00999301	0.441044	0.548963
0.00967369	0.441155	0.549171
0.00935409	0.441266	0.54938
0.00902968	0.441376	0.549594
0.00869933	0.44149	0.549811
0.00836363	0.44161	0.550026
0.00802237	0.441732	0.550246
0.0076749	0.441841	0.550484
0.00732178	0.441929	0.550749
0.00696506	0.442	0.551035
0.00660667	0.442066	0.551327
0.0062458	0.442136	0.551618
0.00587999	0.442209	0.551911
0.00550748	0.442275	0.552217
0.00512817	0.442329	0.552543
0.00474349	0.442371	0.552885
0.00435605	0.442413	0.553231
0.00396738	0.442474	0.553559
0.00357726	0.442563	0.55386
0.0031877	0.442664	0.554148
0.00279946	0.44277	0.554431
0.00240895	0.442881	0.55471
0.00201473	0.443001	0.554984
0.00162014	0.443125	0.555255
0.00122675	0.443239	0.555534
0.000831711	0.443337	0.555831
0.000432839	0.44343	0.556137
2.94E-05	0.443538	0.556433
0	0.443496	0.556504
0	0.443452	0.556548
0	0.443416	0.556584
0	0.443392	0.556608
0	0.443379	0.556621
0	0.443381	0.556619
0	0.443396	0.556604
0	0.443411	0.556589
0	0.443418	0.556582
0	0.443413	0.556587
0	0.44341	0.55659
0	0.443419	0.556581
0	0.443435	0.556565
0	0.443455	0.556545
0	0.443477	0.556523
0	0.443494	0.556506
0	0.443505	0.556495
0	0.443512	0.556488
0	0.443517	0.556483
0	0.443519	0.556481
0	0.443516	0.556484
0	0.443502	0.556498
0	0.443487	0.556513
0	0.443472	0.556528
0	0.443446	0.556554
0	0.443402	0.556598
0	0.44334	0.55666
0	0.443268	0.556732
0	0.443199	0.556801
0	0.443134	0.556866
0	0.443062	0.556938
0	0.442973	0.557027
0	0.442869	0.557131
0	0.442737	0.557263
0.633014	0.334403	0.0325825
0.63294	0.334471	0.0325889
0.632856	0.334547	0.032597
0.632775	0.334617	0.0326082
0.632708	0.33467	0.0326219
0.632654	0.334711	0.0326353
0.632603	0.33475	0.0326472
0.632552	0.33479	0.0326579
0.632495	0.334837	0.0326682
0.632432	0.334888	0.0326793
0.632368	0.33494	0.0326922
0.6323	0.334994	0.0327065
0.632227	0.335052	0.032721
0.632156	0.335109	0.0327349
0.63209	0.335162	0.0327479
0.632029	0.335211	0.0327604
0.631967	0.335259	0.0327733
0.631906	0.335307	0.0327866
0.631844	0.335356	0.0327997
0.63178	0.335408	0.032812
0.631714	0.335462	0.0328239
0.631649	0.335515	0.0328359
0.631586	0.335565	0.0328482
0.631526	0.335612	0.0328616
0.631468	0.335656	0.0328764
0.631411	0.335696	0.0328924
0.63136	0.33573	0.0329091
0.631321	0.335753	0.0329263
0.631299	0.335759	0.0329426
0.631293	0.335749	0.0329574
0.631299	0.33573	0.0329711
0.631309	0.335707	0.0329845
0.631321	0.335682	0.0329975
0.631341	0.335649	0.0330101
0.631373	0.335604	0.0330226
0.631414	0.335551	0.0330352
0.63146	0.335492	0.0330476
0.631509	0.335432	0.0330595
0.63156	0.335369	0.0330703
0.631618	0.335302	0.03308
0.631688	0.335223	0.0330888
0.631772	0.335132	0.0330958
0.631863	0.335036	0.033101
0.631952	0.334942	0.0331056
0.632036	0.334853	0.0331105
0.632115	0.334769	0.0331163
0.632187	0.33469	0.033123
0.632255	0.334614	0.0331305
0.632309	0.334551	0.0331399
0.632344	0.334503	0.0331529
0.632374	0.334459	0.0331676
0.632411	0.334407	0.0331823
0.632456	0.334347	0.0331972
0.632507	0.33428	0.0332127
0.632561	0.334211	0.0332284
0.632615	0.33414	0.0332449
0.632674	0.334063	0.033263
0.632744	0.333975	0.0332811
0.632827	0.333874	0.0332981
0.632919	0.333766	0.0333146
0.633013	0.333656	0.0333313
0.633113	0.33354	0.0333468
0.633222	0.333417	0.0333609
0.633331	0.333295	0.033374
0.633431	0.333183	0.0333859
0.633513	0.33309	0.0333964
0.63358	0.333014	0.0334065
0.633639	0.332944	0.0334168
0.633703	0.332871	0.0334267
0.633776	0.332788	0.0334359
0.633855	0.3327	0.0334449
0.633935	0.332611	0.0334538
0.634005	0.332531	0.0334639
0.63406	0.332465	0.0334751
0.634109	0.332404	0.0334867
0.634163	0.332339	0.0334982
0.634227	0.332264	0.0335093
0.634298	0.332183	0.033519
0.634367	0.332108	0.0335258
0.634433	0.332039	0.0335286
0.634499	0.331973	0.0335283
0.634561	0.331911	0.033528
0.634617	0.331854	0.0335295
0.634667	0.331801	0.0335325
0.634718	0.331747	0.0335353
0.634775	0.331688	0.0335371
0.634835	0.331627	0.033538
0.634891	0.331571	0.0335381
0.634941	0.331522	0.0335369
0.634985	0.33148	0.0335345
0.635022	0.331446	0.0335317
0.635053	0.331418	0.0335293
0.635073	0.3314	0.0335269
0.635074	0.331402	0.0335233
0.635059	0.331422	0.0335183
0.635041	0.331447	0.0335122
0.635021	0.331473	0.0335054
0.635001	0.3315	0.0334992
0.634986	0.33152	0.0334938
0.634974	0.331537	0.0334884
0.634962	0.331556	0.0334822
0.634946	0.331579	0.0334751
0.634935	0.331599	0.033467
0.634936	0.331607	0.0334573
0.634946	0.331607	0.0334469
0.634961	0.331601	0.0334376
0.634979	0.331591	0.0334302
0.635003	0.331572	0.0334243
0.635038	0.331543	0.0334189
0.635087	0.3315	0.033413
0.63515	0.331444	0.033406
0.635218	0.331384	0.033398
0.635282	0.331329	0.0333889
0.635347	0.331275	0.0333778
0.635431	0.331205	0.0333637
0.635535	0.331118	0.0333466
0.635643	0.33103	0.0333274
0.635736	0.330957	0.033307
0.635817	0.330896	0.0332872
0.635893	0.330838	0.0332696
0.635953	0.330794	0.0332529
0.635986	0.330778	0.0332355
0.635998	0.330783	0.0332186
0.636006	0.330791	0.033203
0.63602	0.330792	0.0331877
0.636039	0.330789	0.0331721
0.636053	0.330791	0.033156
0.636038	0.330821	0.0331407
0.635991	0.330883	0.0331261
0.635928	0.330961	0.0331112
0.635868	0.331036	0.0330956
0.635821	0.3311	0.033079
0.635789	0.33115	0.0330612
0.635768	0.331189	0.033043
0.635745	0.33123	0.0330247
0.635706	0.331286	0.0330077
0.635645	0.331361	0.0329942
0.635554	0.331459	0.0329869
0.635432	0.331582	0.0329854
0.635283	0.33173	0.0329864
0.635119	0.331895	0.0329858
0.634954	0.332064	0.0329826
0.634792	0.332227	0.0329806
0.634636	0.332382	0.0329826
0.634477	0.332537	0.0329859
0.634298	0.332715	0.0329868
0.634097	0.332919	0.0329837
0.633895	0.333128	0.0329772
0.633707	0.333324	0.032969
0.633529	0.33351	0.0329608
0.633355	0.333691	0.0329541
0.633181	0.333869	0.0329494
0.633005	0.33405	0.032945
0.632831	0.334229	0.0329405
0.632667	0.334397	0.0329357
0.632512	0.334558	0.0329301
0.632365	0.334712	0.0329235
0.632229	0.334855	0.0329155
0.632107	0.334987	0.0329059
0.631999	0.335106	0.0328959
0.631898	0.335215	0.0328873
0.631797	0.335322	0.032881
0.631695	0.335428	0.0328771
0.631594	0.335531	0.0328755
0.631492	0.335632	0.032876
0.631386	0.335735	0.0328783
0.631279	0.335838	0.0328825
0.631169	0.335943	0.0328885
0.631042	0.336062	0.0328955
0.630895	0.336202	0.0329023
0.63074	0.33635	0.0329095
0.630592	0.336491	0.0329175
0.630459	0.336615	0.0329261
0.630341	0.336724	0.0329348
0.630235	0.336822	0.0329434
0.630136	0.336912	0.0329517
0.630039	0.337	0.0329605
0.629943	0.337087	0.0329704
0.629844	0.337173	0.0329821
0.629743	0.337262	0.0329959
0.629639	0.337352	0.0330098
0.629539	0.337438	0.0330229
0.629434	0.337529	0.0330375
0.629314	0.337631	0.0330558
0.629196	0.337728	0.0330755
0.629108	0.337798	0.0330931
0.629053	0.33784	0.0331075
0.629014	0.337867	0.0331196
0.628984	0.337887	0.0331296
0.628972	0.337891	0.0331376
0.628981	0.337874	0.0331454
0.629001	0.337845	0.033154
0.629025	0.337812	0.0331629
0.629053	0.337775	0.0331725
0.629092	0.337725	0.0331827
0.629152	0.337655	0.0331929
0.629241	0.337557	0.0332018
0.629355	0.337436	0.0332089
0.629487	0.337299	0.0332144
0.629638	0.337144	0.0332179
0.629816	0.336965	0.0332192
0.630018	0.336762	0.0332192
0.630236	0.336545	0.0332191
0.63046	0.336321	0.033219
0.630686	0.336095	0.0332193
0.630914	0.335866	0.0332201
0.631152	0.335628	0.0332203
0.631404	0.335377	0.0332189
0.631664	0.335119	0.0332163
0.631934	0.334853	0.033213
0.632231	0.33456	0.0332089
0.632566	0.334232	0.0332028
0.632914	0.333893	0.0331931
0.633235	0.333585	0.0331792
0.633524	0.333314	0.0331617
0.6338	0.333059	0.0331415
0.634063	0.332818	0.0331189
0.63431	0.332596	0.0330945
0.634548	0.332383	0.0330696
0.634777	0.332178	0.0330449
0.635004	0.331977	0.0330192
0.635238	0.33177	0.0329921
0.635473	0.331562	0.032965
0.63569	0.331371	0.0329388
0.635877	0.331209	0.0329139
0.636045	0.331064	0.0328911
0.636217	0.330914	0.0328695
0.636397	0.330756	0.032847
0.636576	0.330602	0.0328228
0.636754	0.33045	0.0327962
0.63694	0.330292	0.0327673
